PROVNUM,PROVNAME,STATE,MDScensus,Fine Amount,WorkDate,Total_RN_Hours,Contractor_RN_Hours,Total_LPN_Hours,Contractor_LPN_Hours,Total_CNA_Hours,Contractor_CNA_Hours,Total_Hours,Total_Contractor_Hours,Contractor_Percentage,Opportunity_Score,Opportunity_Tier
255136,TUPELO NURSING AND REHABILITATION CENTER,MS,102.04395604395604,5087901.0,364,9834.72,0.0,37216.96,0.0,79080.28,0.0,126131.95999999999,0.0,0.0,50879010.0,Very High
265816,SCHUYLER COUNTY NURSING HOME,MO,44.15384615384615,5077982.0,1001,14342.79,0.0,27701.19,0.0,61197.84,0.0,103241.81999999999,0.0,0.0,50779820.0,Very High
175158,GARDEN TERRACE AT OVERLAND PARK,KS,154.06593406593407,5050500.0,91,5061.9400000000005,0.0,6406.63,0.0,39764.27,0.0,51232.84,0.0,0.0,50505000.0,Very High
255139,DIVERSICARE OF BATESVILLE,MS,101.8021978021978,5047861.0,182,4137.04,0.0,17276.58,0.0,36386.82,0.0,57800.44,0.0,0.0,50478610.0,Very High
515169,VALLEY CENTER,WV,123.27472527472527,9388106.0,91,6064.81,67.0,8928.38,0.0,20520.98,0.0,35514.17,67.0,0.1886570909583414,49762804.84507761,Very High
455941,ENCHANTED ROCK SKILLED NURSING AND REHABILITATION,TX,65.14285714285714,4960501.0,273,2662.2,0.0,4703.43,0.0,20485.11,0.0,27850.74,0.0,0.0,49605010.0,Very High
395231,HERMITAGE NURSING AND REHABILITATION,PA,88.74725274725274,4940117.0,91,2406.75,0.0,6276.25,0.0,15241.0,0.0,23924.0,0.0,0.0,49401170.0,Very High
345213,UNIVERSAL HEALTH CARE/LILLINGTON,NC,124.74725274725274,4919642.0,273,1886.25,0.0,6602.25,0.0,31329.75,0.0,39818.25,0.0,0.0,49196420.0,Very High
515153,FAYETTEVILLE HEALTHCARE CENTER,WV,57.72527472527472,4875234.0,182,2488.0,0.0,10113.0,0.0,18934.0,0.0,31535.0,0.0,0.0,48752340.0,Very High
056446,PARAMOUNT CONVALESCENT HOSP.,CA,55.64835164835165,4845750.0,91,1406.55,0.0,4878.0199999999995,0.0,14040.41,0.0,20324.98,0.0,0.0,48457500.0,Very High
435036,JENKIN'S LIVING CENTER,SD,73.76923076923077,4830826.0,182,3937.04,0.0,14252.3,0.0,23083.02,0.0,41272.36,0.0,0.0,48308260.0,Very High
385132,AVAMERE REHABILITATION OF KING CITY,OR,58.69230769230769,4786418.0,182,4564.0,0.0,7125.5,0.0,26872.0,0.0,38561.5,0.0,0.0,47864180.0,Very High
396123,CONTINUING CARE  AT MARIS GROVE,PA,59.37362637362637,4776044.0,1001,46253.46,0.0,49105.76,0.0,177035.54,0.0,272394.76,0.0,0.0,47760440.0,Very High
385145,ROBISON JEWISH HEALTH CENTER,OR,45.57142857142857,4728451.0,1001,21218.45,0.0,39193.0,0.0,151563.5,0.0,211974.95,0.0,0.0,47284510.0,Very High
165255,VIA OF CARLISLE,IA,67.76923076923077,4714801.0,273,4974.6,0.0,11688.84,0.0,37654.02,0.0,54317.46,0.0,0.0,47148010.0,Very High
455731,ADVANCED HEALTH & REHAB CENTER OF GARLAND,TX,122.58241758241758,4713345.0,182,6131.04,0.0,17550.44,0.0,24664.8,0.0,48346.28,0.0,0.0,47133450.0,Very High
065169,PRESTIGE CARE CENTER OF PUEBLO,CO,84.3076923076923,4661384.0,182,7818.2,0.0,8836.0,0.0,28619.2,0.0,45273.4,0.0,0.0,46613840.0,Very High
405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,PR,26.86813186813187,4631809.0,182,13453.0,0.0,6646.0,0.0,0.0,0.0,20099.0,0.0,0.0,46318090.0,Very High
375530,CORN HERITAGE VILLAGE AND REHAB OF WEATHERFORD,OK,67.27472527472527,4621435.0,364,478.84,0.0,15338.32,0.0,45871.36,0.0,61688.520000000004,0.0,0.0,46214350.0,Very High
396003,MONROEVILLE SKILLED NURSING AND REHABILITATION CTR,PA,117.61538461538461,11242413.0,364,28843.56,304.92,26940.08,0.0,68756.88,0.0,124540.52,304.92,0.24483597788093384,45918141.187024795,Very High
035276,OASIS PAVILION NURSING & REHABILITATION CENTER,AZ,102.58241758241758,4531709.0,637,27398.0,0.0,61013.75,0.0,119074.55,0.0,207486.3,0.0,0.0,45317090.0,Very High
175151,LAWRENCE MEMORIAL HOSPITAL SNF,KS,11.89010989010989,4520152.0,728,39438.0,0.0,8496.0,0.0,33732.0,0.0,81666.0,0.0,0.0,45201520.0,Very High
055135,MONTROSE HEALTHCARE CENTER,CA,56.142857142857146,4503681.0,273,5222.88,0.0,14478.99,0.0,38559.12,0.0,58260.990000000005,0.0,0.0,45036810.0,Very High
455554,CORAL NURSING AND REHABILITAION MC GREGOR,TX,65.57142857142857,4499404.0,182,5136.08,0.0,3256.52,0.0,20361.08,0.0,28753.68,0.0,0.0,44994040.0,Very High
065332,LIFE CARE CENTER OF AURORA,CO,98.14285714285714,4445805.0,273,23365.44,0.0,17450.13,0.0,68023.89,0.0,108839.45999999999,0.0,0.0,44458050.0,Very High
085026,STONEGATES,DE,32.956043956043956,4431336.0,91,4418.5,0.0,3839.75,0.0,8814.5,0.0,17072.75,0.0,0.0,44313360.0,Very High
155809,GREY STONE HEALTH & REHABILITATION CENTER,IN,88.95604395604396,4427150.0,182,3952.5,0.0,9493.5,0.0,31926.5,0.0,45372.5,0.0,0.0,44271500.0,Very High
445522,WATERS OF MEMPHIS A REHABILITATION & NURSING CTR,TN,72.85714285714286,4426331.0,182,3082.78,0.0,14325.1,0.0,21131.68,0.0,38539.56,0.0,0.0,44263310.0,Very High
055222,SPRINGS ROAD HEALTHCARE,CA,58.20879120879121,4418960.0,1183,27631.5,0.0,48230.0,0.0,168389.78,0.0,244251.28,0.0,0.0,44189600.0,Very High
255294,GREENBOUGH HEALTH AND REHABILITATION CENTER,MS,55.857142857142854,4415411.0,455,5517.7,0.0,26561.9,0.0,46992.35,0.0,79071.95,0.0,0.0,44154110.0,Very High
105089,PEARL AT FORT LAUDERDALE REHABILITATION AND NURSIN,FL,189.13186813186815,4398667.0,182,22158.0,0.0,21576.5,0.0,73202.0,0.0,116936.5,0.0,0.0,43986670.0,Very High
165602,PRESTIGE CARE CENTER OF FAIRFIELD,IA,62.714285714285715,4384562.0,455,10930.0,0.0,10855.5,0.0,58235.0,0.0,80020.5,0.0,0.0,43845620.0,Very High
455923,BIRCHWOOD OF BEEVILLE,TX,62.34065934065934,4383106.0,91,1434.79,0.0,5240.79,0.0,11277.6,0.0,17953.18,0.0,0.0,43831060.0,Very High
105251,ROCKLEDGE HEALTHCARE & REHABILITATION CENTER,FL,99.93406593406593,4376281.0,182,4529.32,0.0,13315.98,0.0,41466.32,0.0,59311.619999999995,0.0,0.0,43762810.0,Very High
165274,NORTHERN MAHASKA SPECIALTY CARE,IA,76.54945054945055,4355260.0,182,4095.08,0.0,6303.92,0.0,24699.2,0.0,35098.2,0.0,0.0,43552600.0,Very High
015467,TRUSSVILLE HEALTH & REHABILITATION CENTER,AL,103.63736263736264,4318769.0,819,3348.0,0.0,34071.12,0.0,145219.59,0.0,182638.71,0.0,0.0,43187690.0,Very High
275040,LIBBY CARE CENTER,MT,76.75824175824175,4311489.0,364,12696.48,0.0,16516.76,0.0,47970.72,0.0,77183.95999999999,0.0,0.0,43114890.0,Very High
055084,RIVERBANK POST-ACUTE,CA,89.51648351648352,4290377.0,182,2565.3,0.0,16981.0,0.0,40243.54,0.0,59789.84,0.0,0.0,42903770.0,Very High
515038,GOOD SHEPHERD NURSING HOME,WV,177.28571428571428,4272996.0,91,9657.5,0.0,13139.25,0.0,30253.25,0.0,53050.0,0.0,0.0,42729960.0,Very High
505473,AGILITY HEALTH AND REHABILITATION,WA,110.50549450549451,4252794.0,455,9865.15,0.0,53368.0,0.0,87792.4,0.0,151025.55,0.0,0.0,42527940.0,Very High
056348,"BAY VIEW REHABILITATION HOSPITAL, LLC",CA,158.75824175824175,4252066.0,91,4891.23,0.0,9797.3,0.0,40400.05,0.0,55088.58,0.0,0.0,42520660.0,Very High
065240,BRIGHTON CARE CENTER,CO,85.87912087912088,4241510.0,182,5543.5,0.0,9430.88,0.0,29356.5,0.0,44330.88,0.0,0.0,42415100.0,Very High
105120,SERENITY BAY NURSING AND REHABILITATION CENTER,FL,134.07692307692307,4237779.0,91,6564.66,0.0,8342.460000000001,0.0,28622.89,0.0,43530.01,0.0,0.0,42377790.0,Very High
455652,SILVER CREEK MANOR,TX,89.21978021978022,4227223.0,182,5056.26,0.0,10989.1,0.0,22287.2,0.0,38332.56,0.0,0.0,42272230.0,Very High
055192,PROVIDENCE ST ELIZABETH CARE CENTER,CA,46.13186813186813,4188184.0,182,1098.8799999999999,0.0,6574.16,0.0,18870.3,0.0,26543.34,0.0,0.0,41881840.0,Very High
055258,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,CA,93.98901098901099,4177173.0,91,11102.55,0.0,18376.7,0.0,21561.66,0.0,51040.91,0.0,0.0,41771730.0,Very High
105205,SAVOY AT FORT LAUDERDALE REHABILITATION AND NURSIN,FL,102.72527472527473,4174170.0,91,6222.25,0.0,6043.75,0.0,20617.35,0.0,32883.35,0.0,0.0,41741700.0,Very High
045438,TRINITY VILLAGE MEDICAL CENTER,AR,75.47252747252747,4132219.0,182,3786.78,0.0,16246.62,0.0,40650.64,0.0,60684.04,0.0,0.0,41322190.0,Very High
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,40.94505494505494,4128397.0,182,2379.84,0.0,6271.56,0.0,9981.12,0.0,18632.520000000004,0.0,0.0,41283970.0,Very High
495144,PETERSBURG HEALTHCARE CENTER,VA,107.26373626373626,4099095.0,91,1943.5,0.0,9299.5,0.0,15571.0,0.0,26814.0,0.0,0.0,40990950.0,Very High
495149,PORTSMOUTH HEALTH AND REHAB,VA,103.87912087912088,8976604.0,182,2863.8,144.0,18528.9,0.0,44320.02,0.0,65712.72,144.0,0.21913565592780207,40963685.08353334,Very High
43A098,SANFORD CARE CENTER VERMILLION,SD,57.24175824175824,4056507.0,91,3264.0299999999997,0.0,499.14,0.0,12668.18,0.0,16431.35,0.0,0.0,40565070.0,Very High
055240,WATSONVILLE NURSING CENTER,CA,82.4065934065934,4048408.0,91,2829.75,0.0,5778.07,0.0,17029.7,0.0,25637.52,0.0,0.0,40484080.0,Very High
245438,EDENBROOK OF ST CLOUD,MN,65.36263736263736,4047043.0,273,8272.47,0.0,12037.26,0.0,39658.47,0.0,59968.2,0.0,0.0,40470430.0,Very High
505086,LANDMARK CARE AND REHABILITATION,WA,72.91208791208791,16204461.0,182,7033.1,0.0,3993.92,165.0,30135.52,0.0,41162.54,165.0,0.4008498989615315,40425259.035814546,Very High
125021,KAUAI VETERANS MEMORIAL HOSPITAL,HI,19.78021978021978,4023929.0,273,8463.0,0.0,1611.0,0.0,15364.5,0.0,25438.5,0.0,0.0,40239290.0,Very High
275109,BRENDAN HOUSE,MT,99.64835164835165,4004455.0,182,20556.92,0.0,16.5,0.0,46781.12,0.0,67354.54000000001,0.0,0.0,40044550.0,Very High
505463,MADISON POST ACUTE,WA,36.494505494505496,18427318.0,273,6564.45,206.37,9147.15,0.0,28993.86,0.0,44705.46,206.37,0.46162146637122176,39918676.540014535,Very High
515100,WHITE SULPHUR SPRINGS CENTER,WV,64.34065934065934,3976791.0,182,7065.08,0.0,7039.74,0.0,19724.28,0.0,33829.1,0.0,0.0,39767910.0,Very High
055153,MONTEBELLO CARE CENTER,CA,93.67032967032966,3966872.0,182,4192.68,0.0,17665.14,0.0,39926.68,0.0,61784.5,0.0,0.0,39668720.0,Very High
455961,PALO PINTO NURSING CENTER,TX,74.1978021978022,3965234.0,182,3639.76,0.0,9688.02,0.0,18514.46,0.0,31842.239999999998,0.0,0.0,39652340.0,Very High
555030,COLLEGE VISTA POST-ACUTE,CA,41.05494505494506,3964506.0,182,1003.6,0.0,10063.38,0.0,21236.8,0.0,32303.78,0.0,0.0,39645060.0,Very High
025038,MAPLE SPRINGS OF WASILLA,AK,51.72527472527472,3961958.0,819,70629.75,0.0,32152.95,0.0,141217.11,0.0,243999.81,0.0,0.0,39619580.0,Very High
265794,HEISINGER BLUFFS REHAB AND HEALTHCARE CENTER,MO,49.20879120879121,3902080.0,546,9886.62,0.0,14464.74,0.0,42467.88,0.0,66819.23999999999,0.0,0.0,39020800.0,Very High
145011,"GROVE OF EVANSTON L & R, THE",IL,91.67032967032966,3901807.0,182,7472.0,0.0,11761.0,0.0,34024.0,0.0,53257.0,0.0,0.0,39018070.0,Very High
465102,PARKDALE HEALTH AND REHAB,UT,30.846153846153847,3901079.0,364,7559.92,0.0,5044.28,0.0,17170.72,0.0,29774.920000000002,0.0,0.0,39010790.0,Very High
275025,KALISPELL REHABILITATION AND NURSING LLC,MT,80.13186813186813,3891251.0,273,8258.52,0.0,11302.02,0.0,33136.11,0.0,52696.65,0.0,0.0,38912510.0,Very High
175157,LIFE CARE CENTER OF ANDOVER,KS,93.92307692307692,3850665.0,273,5191.65,0.0,22330.8,0.0,40950.69,0.0,68473.14,0.0,0.0,38506650.0,Very High
055111,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,CA,84.89010989010988,3849209.0,364,12414.2,0.0,43001.16,0.0,74680.64,0.0,130096.0,0.0,0.0,38492090.0,Very High
515160,CRESTVIEW MANOR HEALTHCARE CENTER,WV,69.8021978021978,3846206.0,91,1201.48,0.0,5533.34,0.0,11987.14,0.0,18721.96,0.0,0.0,38462060.0,Very High
056478,LIGHTHOUSE  HEALTHCARE CENTER,CA,112.78021978021978,3831737.0,182,6730.8,0.0,18810.28,0.0,55356.28,0.0,80897.36,0.0,0.0,38317370.0,Very High
055170,PICO RIVERA HEALTHCARE CENTER,CA,95.6043956043956,3827551.0,182,3138.98,0.0,14791.22,0.0,43118.82,0.0,61049.020000000004,0.0,0.0,38275510.0,Very High
515067,MOUNDSVILLE HEALTHCARE CENTER,WV,120.27472527472527,3794518.0,273,14026.5,0.0,22668.0,0.0,57207.0,0.0,93901.5,0.0,0.0,37945180.0,Very High
435110,FOUNTAIN SPRINGS HEALTHCARE CENTER,SD,77.53846153846153,3760302.0,273,8552.25,0.0,16003.5,0.0,43132.5,0.0,67688.25,0.0,0.0,37603020.0,Very High
055191,GOLDEN MADERA CARE CENTER,CA,50.32967032967033,3756571.0,819,2528.28,0.0,33699.87,0.0,108048.42,0.0,144276.57,0.0,0.0,37565710.0,Very High
385197,LINDA VISTA NURSING & REHAB CENTER,OR,60.285714285714285,3743649.0,182,6602.06,0.0,6395.28,0.0,30614.2,0.0,43611.54,0.0,0.0,37436490.0,Very High
056363,GRAND VALLEY HEALTH CARE CENTER,CA,88.25274725274726,3737734.0,182,4505.36,0.0,18684.0,0.0,43123.3,0.0,66312.66,0.0,0.0,37377340.0,Very High
295037,HENDERSON HEALTH AND REHABILITATION,NV,237.15384615384616,3715530.0,91,11197.53,0.0,15285.84,0.0,40046.88,0.0,66530.25,0.0,0.0,37155300.0,Very High
265860,COTTAGES OF LAKE ST LOUIS,MO,55.1978021978022,3709797.0,273,6645.21,0.0,17687.97,0.0,55281.69,0.0,79614.87,0.0,0.0,37097970.0,Very High
275123,RIVER RIDGE REHABILITATION AND NURSING LLC,MT,68.35164835164835,3702790.0,364,7693.24,0.0,17868.16,0.0,42483.0,0.0,68044.4,0.0,0.0,37027900.0,Very High
055013,EISENBERG VILLAGE,CA,73.8021978021978,3684954.0,182,4992.44,0.0,16461.6,0.0,45339.64,0.0,66793.68,0.0,0.0,36849540.0,Very High
515061,HILLTOP CENTER,WV,115.48351648351648,3670303.0,91,5431.52,0.0,9489.34,0.0,15977.93,0.0,30898.79,0.0,0.0,36703030.0,Very High
505534,TRANSITIONAL CARE CENTER OF SEATTLE,WA,73.41758241758242,13533611.0,273,25806.0,209.25,13047.0,273.0,91314.75,0.0,130167.75,482.25,0.3704834722886429,36529594.468538105,Very High
105159,GREENBRIAR HEALTHCARE REHABILITATION AND NURSING C,FL,77.02197802197803,3645551.0,364,11126.64,0.0,17515.72,0.0,66268.36,0.0,94910.72,0.0,0.0,36455510.0,Very High
465152,BELLA TERRA ST GEORGE,UT,71.68131868131869,3642639.0,273,6747.12,0.0,13036.23,0.0,33026.13,0.0,52809.479999999996,0.0,0.0,36426390.0,Very High
455651,DOWNTOWN HEALTH AND REHABILITATION CENTER,TX,103.05494505494505,3636087.0,455,5825.65,0.0,32084.7,0.0,57503.55,0.0,95413.9,0.0,0.0,36360870.0,Very High
275119,LOGAN HEALTH - CONRAD,MT,36.120879120879124,3630354.0,273,7008.72,0.0,0.0,0.0,24658.92,0.0,31667.64,0.0,0.0,36303540.0,Very High
295029,WHITE PINE CARE CENTER,NV,39.934065934065934,3602872.0,91,1620.45,0.0,1564.79,0.0,6649.47,0.0,9834.71,0.0,0.0,36028720.0,Very High
155799,APERION CARE MARION LLC,IN,52.285714285714285,3221582.0,546,4943.4,68.4,18814.2,0.0,51771.0,0.0,75528.6,68.4,0.09056172099045924,35573330.15280702,Very High
455594,PARADIGM AT KOUNTZE,TX,46.89010989010989,3551184.0,273,4524.75,0.0,11155.5,0.0,14479.5,0.0,30159.75,0.0,0.0,35511840.0,Very High
465191,ALPINE MEADOW REHABILITATION AND NURSING,UT,40.16483516483517,3550911.0,637,15550.64,0.0,4141.55,0.0,35386.12,0.0,55078.31,0.0,0.0,35509110.0,Very High
26A469,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,10.813186813186814,3545724.0,455,3648.75,0.0,5985.0,0.0,18967.5,0.0,28601.25,0.0,0.0,35457240.0,Very High
455485,PETAL HILL NURSING & REHABILITATION CENTER,TX,81.72527472527473,3541902.0,182,2035.32,0.0,15054.4,0.0,22387.0,0.0,39476.72,0.0,0.0,35419020.0,Very High
175208,PITTSBURG CARE AND REHAB,KS,52.20879120879121,3539536.0,91,2598.61,0.0,1677.04,0.0,7562.63,0.0,11838.279999999999,0.0,0.0,35395360.0,Very High
155806,WELLBROOKE OF WABASH,IN,51.604395604395606,3532165.0,273,6847.32,0.0,11526.27,0.0,24254.16,0.0,42627.75,0.0,0.0,35321650.0,Very High
385024,AVAMERE HEALTH SERVICES OF ROGUE VALLEY,OR,57.747252747252745,3489850.0,91,309.75,0.0,5379.58,0.0,14142.9,0.0,19832.23,0.0,0.0,34898500.0,Very High
155801,TRANSCENDENT HEALTHCARE OF BOONVILLE - NORTH,IN,50.08791208791209,3488030.0,637,4813.2,0.0,10463.74,0.0,19324.76,0.0,34601.7,0.0,0.0,34880300.0,Very High
056280,"BROOKDALE HEALTHCARE & WELLNESS CENTRE, LP",CA,92.02197802197803,3486574.0,546,14068.74,0.0,30335.76,0.0,136617.12,0.0,181021.62,0.0,0.0,34865740.0,Very High
085002,PARKVIEW NURSING,DE,120.50549450549451,3484390.0,91,6800.3,0.0,8340.94,0.0,23454.59,0.0,38595.83,0.0,0.0,34843900.0,Very High
155148,NORTH PARK NURSING CENTER,IN,85.75824175824175,3484208.0,91,1638.52,0.0,4087.43,0.0,14327.35,0.0,20053.3,0.0,0.0,34842080.0,Very High
245483,THE NORTH SHORE ESTATES LLC,MN,60.879120879120876,3480022.0,91,1803.0,0.0,2453.5,0.0,9477.0,0.0,13733.5,0.0,0.0,34800220.0,Very High
065382,BROOKDALE SKYLINE,CO,47.92307692307692,3446170.0,273,11675.25,0.0,9177.81,0.0,28773.99,0.0,49627.05,0.0,0.0,34461700.0,Very High
345050,JACOB'S CREEK NURSING AND REHABILITATION CENTER,NC,133.97802197802199,1528891.0,182,3950.18,0.0,24649.46,32.5,44305.7,0.0,72905.34,32.5,0.044578353245455005,34296713.285519995,Very High
14E812,MOUNT VERNON HEALTH CARE CENTER,IL,41.05494505494506,3412500.0,273,3784.98,0.0,7401.99,0.0,24078.78,0.0,35265.75,0.0,0.0,34125000.0,Very High
345149,MILL CREEK CENTER FOR NURSING AND REHABILITATION,NC,57.40659340659341,3397212.0,273,3099.57,0.0,15349.47,0.0,28136.88,0.0,46585.92,0.0,0.0,33972120.0,Very High
105228,LAURELLWOOD POST- ACUTE AND REHABILITATION CENTER,FL,40.252747252747255,3395756.0,91,1746.09,0.0,2334.36,0.0,7680.93,0.0,11761.380000000001,0.0,0.0,33957560.0,Very High
065187,LINCOLN HEALTH CARE CENTER,CO,15.758241758241759,3387839.0,546,294.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,33878390.0,Very High
455001,BIRCHWOOD OF BEAUMONT,TX,114.34065934065934,3369821.0,273,2624.7,0.0,30226.32,0.0,55534.77,0.0,88385.79,0.0,0.0,33698210.0,Very High
455533,WINDCREST NURSING AND REHABILITATION,TX,86.76923076923077,7998627.0,273,1895.25,0.0,17706.48,46.26,29367.33,69.99,48969.06,116.25,0.23739479581597034,33693354.44994581,Very High
146117,CASEY HEALTHCARE CENTER,IL,49.7032967032967,3368638.0,91,979.54,0.0,3260.93,0.0,8917.789999999999,0.0,13158.259999999998,0.0,0.0,33686380.0,Very High
505413,COLONIAL VISTA POST-ACUTE & REHAB CENTER,WA,59.35164835164835,3367182.0,182,10752.3,0.0,3890.56,0.0,26730.68,0.0,41373.54,0.0,0.0,33671820.0,Very High
065223,BERKLEY MANOR CARE CENTER,CO,67.1978021978022,3340792.0,182,8144.86,0.0,8307.76,0.0,25938.52,0.0,42391.14,0.0,0.0,33407920.0,Very High
515133,ANSTED CENTER,WV,58.20879120879121,3320135.0,182,7591.22,0.0,4845.3,0.0,16654.4,0.0,29090.920000000002,0.0,0.0,33201350.0,Very High
146099,FRIENDSHIP MANOR,IL,75.6923076923077,3319862.0,364,7771.2,0.0,32478.48,0.0,77095.8,0.0,117345.48000000001,0.0,0.0,33198620.0,Very High
505154,TACOMA NURSING AND REHABILITATION CENTER,WA,93.26373626373626,3316586.0,91,2978.0,0.0,9888.77,0.0,20705.5,0.0,33572.270000000004,0.0,0.0,33165860.0,Very High
505017,WASHINGTON CARE CENTER,WA,146.41758241758242,42899493.0,546,50718.3,180.0,43043.04,97.02,202945.68,3588.0,296707.02,3865.02,1.3026385422225601,32932768.077631835,Very High
455631,COLONIAL MANOR NURSING CENTER,TX,83.82417582417582,3234049.0,91,2487.35,0.0,6080.2300000000005,0.0,9333.56,0.0,17901.14,0.0,0.0,32340490.0,Very High
285130,BEATRICE HEALTH AND REHABILITATION,NE,59.38461538461539,3227497.0,182,2050.08,0.0,10573.84,0.0,18440.14,0.0,31064.059999999998,0.0,0.0,32274970.0,Very High
515170,SUMMERS HEALTHCARE CENTER,WV,114.9010989010989,3210207.0,91,1879.5,0.0,8575.35,0.0,19533.62,0.0,29988.47,0.0,0.0,32102070.0,Very High
455757,SPINDLETOP HILL NURSING & REHAB CENTER,TX,93.28571428571429,3210116.0,182,431.38,0.0,19610.26,0.0,26974.16,0.0,47015.8,0.0,0.0,32101160.0,Very High
105280,TARPON BAYOU CENTER,FL,109.34065934065934,908544.0,91,2226.0,8.0,6246.5,0.0,19769.25,0.0,28241.75,8.0,0.028326856515619607,32073590.639999997,Very High
155005,BEAUMONT REHABILITATION AND HEALTHCARE CENTER,IN,121.03296703296704,3195556.0,273,6781.98,0.0,28839.03,0.0,53692.74,0.0,89313.75,0.0,0.0,31955560.0,Very High
425323,"ANGEL OAK NURSING AND REHABILITATION CENTER, LLC",SC,78.35164835164835,3181724.0,182,2720.5,0.0,15443.7,0.0,26547.0,0.0,44711.2,0.0,0.0,31817240.0,Very High
45E631,SCHLEICHER COUNTY MEDICAL CENTER,TX,28.175824175824175,3163251.0,546,2017.5,0.0,14211.0,0.0,29655.0,0.0,45883.5,0.0,0.0,31632510.0,Very High
435119,WILMOT CARE CENTER INC,SD,23.934065934065934,3157154.0,182,633.28,0.0,3329.78,0.0,8362.7,0.0,12325.760000000002,0.0,0.0,31571540.0,Very High
165528,ACCURA HEALTHCARE OF SPIRIT LAKE,IA,65.18681318681318,3145597.0,182,6051.2,0.0,6880.6,0.0,24332.2,0.0,37264.0,0.0,0.0,31455970.0,Very High
145122,DOBSON PLAZA,IL,76.21978021978022,3128853.0,273,19267.77,0.0,2196.75,0.0,44444.1,0.0,65908.62,0.0,0.0,31288530.0,Very High
495046,OAKWOOD HEALTH AND REHAB CENTER,VA,90.37362637362638,17670744.0,182,8621.02,0.0,9956.44,195.0,27688.6,69.0,46266.06,264.0,0.5706126694168469,30968019.020781815,Very High
375485,HENNESSEY NURSING & REHAB,OK,29.175824175824175,3087084.0,91,907.15,0.0,1533.2,0.0,5961.4,0.0,8401.75,0.0,0.0,30870840.0,Very High
455572,WEDGEWOOD NURSING HOME,TX,75.67032967032966,3083899.0,182,5307.42,0.0,10545.76,0.0,20043.1,0.0,35896.28,0.0,0.0,30838990.0,Very High
065253,LA VILLA GRANDE CARE CENTER,CO,82.12087912087912,8043581.0,819,36893.52,0.0,44987.67,561.42,132843.6,0.0,214724.79,561.42,0.26146026269253775,30764066.849648923,Very High
105166,MADISON POINTE CARE CENTER,FL,113.43956043956044,3040583.0,91,1884.46,0.0,7546.98,0.0,22149.27,0.0,31580.71,0.0,0.0,30405830.0,Very High
395160,EMBASSY OF SAXONBURG,PA,58.175824175824175,3024658.0,273,1047.0,0.0,16475.25,0.0,28675.5,0.0,46197.75,0.0,0.0,30246580.0,Very High
165162,ALTOONA NURSING AND REHABILITATION CENTER,IA,87.6923076923077,2730000.0,182,8165.84,0.0,6648.5,42.0,31452.86,0.0,46267.2,42.0,0.09077705156136529,30073680.0,Very High
185270,CUMBERLAND VALLEY NURSING & REHABILITATION CENTER,KY,76.23076923076923,2985619.0,364,6572.8,0.0,20849.6,0.0,65384.0,0.0,92806.4,0.0,0.0,29856190.0,Very High
505527,PINE RIDGE POST ACUTE,WA,65.52747252747253,3940027.0,182,5172.24,0.0,13743.74,0.0,27787.94,62.0,46703.92,62.0,0.1327511694949803,29679791.259006448,Very High
175238,LOUISBURG HEALTHCARE & REHAB CENTER,KS,33.989010989010985,2962869.0,364,4369.6,0.0,6658.8,0.0,25244.0,0.0,36272.4,0.0,0.0,29628690.0,Very High
505226,SUNNYSIDE HEALTHCARE CENTER,WA,57.714285714285715,2929745.0,182,4944.24,0.0,6814.4,0.0,23671.78,0.0,35430.42,0.0,0.0,29297450.0,Very High
056495,CASA COLOMA HEALTH CARE CENTER,CA,119.18681318681318,2906631.0,91,3983.43,0.0,9996.08,0.0,27608.14,0.0,41587.65,0.0,0.0,29066310.0,Very High
175078,LEGACY AT COLLEGE HILL,KS,67.57142857142857,4820816.0,273,2151.54,85.5,13014.84,0.0,36214.95,0.0,51381.33,85.5,0.16640285488912024,28970752.955003507,Very High
055271,LA SIERRA CARE CENTER,CA,61.81318681318681,2894801.0,91,1233.65,0.0,5291.5,0.0,13920.23,0.0,20445.379999999997,0.0,0.0,28948010.0,Very High
455733,HERITAGE AT TURNER PARK HEALTH & REHAB,TX,77.17582417582418,2852668.0,364,3554.44,0.0,22274.2,0.0,56468.6,0.0,82297.23999999999,0.0,0.0,28526680.0,Very High
495135,HERITAGE HALL BIG STONE GAP,VA,162.62637362637363,2830373.0,91,2326.1,0.0,13478.86,0.0,29516.05,0.0,45321.01,0.0,0.0,28303730.0,Very High
445481,ASBURY PLACE AT KINGSPORT,TN,28.824175824175825,2824913.0,637,11238.5,0.0,18425.75,0.0,34546.75,0.0,64211.0,0.0,0.0,28249130.0,Very High
105300,MARTIN COAST CENTER FOR REHABILITATION AND HEALTHC,FL,112.61538461538461,2821273.0,182,7666.0,0.0,14174.0,0.0,47434.9,0.0,69274.9,0.0,0.0,28212730.0,Very High
46A070,CANYONLANDS CARE CENTER,UT,33.010989010989015,2802800.0,91,2172.03,0.0,1665.38,0.0,8312.28,0.0,12149.69,0.0,0.0,28028000.0,Very High
